,label,tweet,tweets_length,cleaned_tweets,label_code
2752,love,Kalo lagi sayang ya sayang pisan Kalo lagi manja ya manja pisan Kalo lagi aleman ya aleman pisan Kalo lagi ngambek ya ngambek pisan Kalo lagi koplak ya jangan ditanyaa ya gaes dia koplak melebihi aku,36,kalo lagi sayang ya sayang pis kalo lagi manja ya manja pis kalo lagi alem ya alem pis kalo lagi ngambek ya ngambek pis kalo lagi koplak ya jangan ditanyaa ya gaes dia koplak lebih aku,3
2753,love,[USERNAME] gue sayang banget banget banget kenapa ya kalo sama iKON baru kali ini rasanya ngestan yang bener bener sayang banget tapi kek kerasa disayaaaang balik banget sama merekanya. jadi aku makin sayang dan gabisa lepas. GIMANA JELASINNYA YA TAPI,40,username gue sayang banget banget banget kenapa ya kalo sama ikon baru kali ini rasa ngestan yang bener bener sayang banget tapi kek rasa disayaaaang balik banget sama mereka jadi aku makin sayang dan gabisa lepas gimana jelasinnya ya tapi,3
2754,happy,Selamat ulang tahun sayang [USERNAME] #HAPPY_BAEKHO_DAY,8,selamat ulang tahun sayang username happy baekho day,1
2755,love,"[USERNAME] Couple saya juga ga pernah manggil saya 'sayang', tapi dari sikapnya saya bisa tau kalo dia sayang sama saya. Coba liat rasa sayang dia dari cara dia memperlakukan kamu, bukan dari seberapa sering dia manggil kamu dengan sebutan 'sayang'.",40,username couple saya juga ga pernah manggil saya sayang tapi dari sikap saya bisa tau kalo dia sayang sama saya coba liat rasa sayang dia dari cara dia laku kamu bukan dari berapa sering dia manggil kamu dengan sebut sayang,3
2756,fear,"Deg degan tuh lgsng gua. Gua lgsng wa cowo gua kan ya,gua ngabarin kalo sikring rumah gua kayak ada yg nurunun,trs gua takut. Eh ternyata cuman ceklis 1 doang. Trs gua makin takut tuh ya lampu ga nyala2,gada yg bisa gua hubungin",45,deg degan tuh lgsng gua gua lgsng wa cowo gua kan ya gua ngabarin kalo sikring rumah gua kayak ada yg nurunun trs gua takut eh nyata cuman ceklis 1 doang trs gua makin takut tuh ya lampu ga nyala2 gada yg bisa gua hubungin,4
2757,love,Lagi suka. Tapi takut mau follow. Gapunya kontaknya pula. Dan bidadari ini main askfm. Jadilah keseharianku kugunakan untuk nanya2 pake mode anonymously. Haha,23,lagi suka tapi takut mau follow gapunya kontak pula dan bidadari ini main askfm jadi hari guna untuk nanya2 pake mode anonymously haha,3
2758,fear,"Jinhyuk menunduk, menatap sepatunya. Merasa takut untuk membalas permintaan sang puan. ""M-maaf, saya tidak membawa alat lukis saat ini..."" [URL]",21,jinhyuk tunduk tatap sepatu rasa takut untuk balas minta sang puan m maaf saya tidak bawa alat lukis saat ini url,4
2759,sadness,"Rencana : mau bagi makanan ke para tetangga karena mendekati hari raya. Oke, tradisi ""ater - ater"" (kalo dirumah) Realita : katanya ""disini, nggak ada kebiasaan kayak begitu......"" Krik krik Berakhir dengan, *yaudah kasih ke yang mau aja deh ntar kalo mau buka puasa* ",41,rencana mau bagi makan ke para tetangga karena dekat hari raya oke tradisi ater ater kalo rumah realita kata sini nggak ada biasa kayak begitu krik krik akhir dengan yaudah kasih ke yang mau aja deh ntar kalo mau buka puasa,2
2760,sadness,"Oh ya, sebelum gue cerita ke si Alda, dia udah bilang kalo mau dengerin cerita gue. Jangan khawatir sendirian. Dan yang gue dapetin, setelah gue cerita panjang lebar sampe DM nggak muat, dia bales dengan pertanyaan lagi, itupun singkat dan bikin gue merasa tersudut.",44,oh ya belum gue cerita ke si alda dia udah bilang kalo mau dengerin cerita gue jangan khawatir sendiri dan yang gue dapetin telah gue cerita panjang lebar sampe dm nggak muat dia bales dengan tanya lagi itu singkat dan bikin gue rasa sudut,2
2761,sadness,"Yuk, akhirnya msk minggu awal bln Juni 2018. Ga terasa udh setengah thn aj. Ternyata bnyak target yg blm terealisasi sampai skr. Hrs belajar displin &amp",26,yuk akhir msk minggu awal bln juni 2018 ga asa udh tengah thn aj nyata bnyak target yg blm realisasi sampai skr hrs ajar displin amp,2
2762,fear,[USERNAME] Gak pernah dan gak akan pernah percaya sama aplikasi macem itu. Kayak yang baca artikel terus dapet duit juga. Itu kita masukin data pribadi dan no. rek juga kan? Bahaya gak sih. Jangan mudah tergiur sama hal-hal gini deh..,41,username gak pernah dan gak akan pernah percaya sama aplikasi macem itu kayak yang baca artikel terus dapet duit juga itu kita masukin data pribadi dan no rek juga kan bahaya gak sih jangan mudah giur sama hal hal gin deh,4
2763,happy,"gw suka, gw mau ktmu, gw ntn konser sndrian no prob yg penting di dalem gw have fun.",18,gw suka gw mau ktmu gw ntn konser sndrian no prob yg penting di dalem gw have fun,1
2764,love,"Ritual kalo mau tidur nyanyi lagu sayang kaka Ani, sayang mamak, sayang bapa, sayang oppung, sayang abang Gio, sayang tua Gio, sayang Tua Winda (Nyebutin semua anggota keluarga besar) Namamu selalu duluan disebut dek",34,ritual kalo mau tidur nyanyi lagu sayang kaka ani sayang mamak sayang bapa sayang oppung sayang abang gio sayang tua gio sayang tua winda nyebutin semua anggota keluarga besar nama selalu duluan sebut dek,3
2765,happy,"Subhanalloh ,ternyata neng cantik ini adalah kader NU yang aktif juga di IPPNU,mudahhan menjadi kader yang militan untuk NU yang selalu menjaga marwah organisasi."" #JayalahNU",26,subhanalloh nyata neng cantik ini adalah kader nu yang aktif juga di ippnu mudahhan jadi kader yang militan untuk nu yang selalu jaga marwah organisasi jayalahnu,1
2766,fear,"Nah, td kebelulan setorannya ke bpd rumah sakit karna trauma kejadian di bpd cabang. tp ternyata ketemunya itu satpam kurang ajar. udh ngeper duluan takut ingin ku berlari saja rasanya.",30,nah td bulan setor ke bpd rumah sakit karna trauma jadi di bpd cabang tp nyata ketemu itu satpam kurang ajar udh ngeper duluan takut ingin ku lari saja rasa,4
2767,sadness,"[USERNAME] [USERNAME] [USERNAME] Pmarahan Muhammad bin Salman, Tak Sudi Temui Amien Rais Cs. Sungguh memalukan, bahkan para politisi ini mdpt cibiran dari kalangan istana di Riyadh, Saudi Arabia. [URL] [URL]",30,username username username pmarahan muhammad bin salman tak sudi temu amien rais cs sungguh malu bahkan para politis ini mdpt cibir dari kalang istana di riyadh saudi arabia url url,2
2768,happy,Diam diam dia suka day6 masa.. Sumpah aku gak racunin kok wkwk. Kuy lah nonton Youth bareng! *halu tingkat provinsi,20,diam diam dia suka day6 masa sumpah aku gak racunin kok wkwk kuy lah nonton youth bareng halu tingkat provinsi,1
2769,happy,Ok fix selesai 100 persen Bye bye bye harapan indah Thks all team Semoga cepat dapat proyek baru Aminn,19,ok fix selesai 100 persen bye bye bye harap indah thks all team moga cepat dapat proyek baru aminn,1
2770,anger,"Sesama cewek, yg anggep cewek lain yg speak up against any sexual harassment itu sbg kelakuan norak, sgt dipertanyakan dimana sisterhoodnya. Klo anda sering dilecehkan dan menerima sbg biasa aja, ya itu kan anda yg ga pny harga diri, blm tentu cewek lain berpikiran kyk anda kan",47,sama cewek yg anggep cewek lain yg speak up against any sexual harassment itu sbg laku norak sgt tanya mana sisterhoodnya klo anda sering leceh dan terima sbg biasa aja ya itu kan anda yg ga pny harga diri blm tentu cewek lain pikir kyk anda kan,0
2771,fear,"[askmf] abis baca menfess ini, aku sbg calon anak rantau ngerasa takut, minder, kalo temen2 disana diam2 ngerasa kesal dengan logat aku/ karena aku masih sering nyampur bahasa :( [URL]",29,askmf abis baca menfess ini aku sbg calon anak rantau ngerasa takut minder kalo temen2 sana diam2 ngerasa kesal dengan logat aku karena aku masih sering nyampur bahasa url,4
2772,anger,"[USERNAME] [USERNAME] [USERNAME] Lha itu bang haji yg sy heran,kok semuanya di tumpahkan salahnya ke pak president,penyakitnya apa segitu akutnya ya...",23,username username username lha itu bang haji yg sy heran kok semua di tumpah salah ke pak president sakit apa segitu akut ya,0
2773,anger,"Ade : mas udah makan? Gw : (wah tumben nanyain) belom, makan aja duluan Ade : maksudnya kucingnya udah makan apa belom Gw : et lu liat aje sono tempat makannya. Memang memang",29,ade mas udah makan gw wah tumben nanyain bom makan aja duluan ade maksud kucing udah makan apa bom gw et lu liat aje sono tempat makan memang memang,0
2774,sadness,"Rambut diacak acak kagak suka, hati diacak acak dibiarin aja.",10,rambut acak acak kagak suka hati acak acak dibiarin aja,2
2775,anger,Aku hanya berfikir bahwa selama dia tersenyum berarti dia bahagia. Aku tak pernah berfikir bahwa ternyata dia mencoba untuk bertahan sngt keras di dlmnya. Sngt sngt egois kan? Qyara kuharap dimasa depn kau tak bertemu dgn sosok sepertiku krn itu sngt memuakan.,42,aku hanya berfikir bahwa lama dia senyum arti dia bahagia aku tak pernah berfikir bahwa nyata dia coba untuk tahan sngt keras di dlmnya sngt sngt egois kan qyara harap masa depn kau tak temu dgn sosok seperti krn itu sngt mua,0
2776,love,"[USERNAME] Wowon tersenyum ketika melihat kelakuan kekasih 'galaknya' seperti biasa, dia pasti terkena semprotan 'cinta' yang selalu bei berikan padanya setiap hari tanpa pernah absen. ""Sini aku bawain belanjaannya"" wowon mengambil tas belanjaan milik bei",35,username wowon senyum ketika lihat laku kasih galak seperti biasa dia pasti kena semprot cinta yang selalu bei ikan pada tiap hari tanpa pernah absen sini aku bawain belanja wowon ambil tas belanja milik bei,3
2777,anger,"Saya tidak mudah di jatuhkan hanya dengan omongan Manusia lemah yg terus mengeluh :) Jika anda ingin menjatuhkan Saya, Bersaing lah Di saat kau sedang malas malasan ada ratusan bahkan ribuan orang di luar sana yang sedang mencoba menyingkirkan mu",39,saya tidak mudah di jatuh hanya dengan omong manusia lemah yg terus keluh jika anda ingin jatuh saya saing lah di saat kau sedang malas malas ada ratus bahkan ribu orang di luar sana yang sedang coba singkir mu,0
2778,fear,Gatau tiba tiba gw takut aja kan ya pas nengok tau tau thomasnya ngajak gw ngobrol gimana ya Allah pengsan lah aq. Jadi gw balik aja deh bantalnya begini.,29,gatau tiba tiba gw takut aja kan ya pas nengok tau tau thomasnya ngajak gw ngobrol gimana ya allah pengsan lah aq jadi gw balik aja deh bantal begini,4
2779,fear,"[USERNAME] Wkwkwk laah aku yg masi menata hati dan menata diri stlh menjombs, & uda nyaman jombs, malah dikenalin ama masnya, ku merasa blm pantas & takut pelarian lg, entah pelarianku yg masi blm moveon dari mantan (cowo idamanku), entah pelaria",39,username wkwkwk laah aku yg mas tata hati dan tata diri stlh menjombs uda nyaman jombs malah dikenalin ama mas ku rasa blm pantas takut lari lg entah lari yg mas blm moveon dari mantan cowo idam entah pelaria,4
2780,happy,"Yap! kalau mau jodoh yang baik, yuk perbaiki diri. ini berlaku terus biarpum sudah menikah, supaya tetap baik seterusnya",19,yap kalau mau jodoh yang baik yuk baik diri ini laku terus biarpum sudah meni supaya tetap baik terus,1
2781,anger,"Oke, lanjut siap bukber sama tmn kampus ke rumah tmn, katanya deket, tp untung w puasa jd sabar, muacet poll dimana. Sampe rumah temen, baru cuma ada w & 1 orang!",30,oke lanjut siap bukber sama tmn kampus ke rumah tmn kata deket tp untung w puasa jd sabar muacet poll mana sampe rumah temen baru cuma ada w 1 orang,0
2782,sadness,"Seperti katak dalam tempurung, kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di Indonesia, adalah bentuk dogma atau ideologi Sila google 'scientism' Sila google 'arogansi alumni ITB' Eh",35,seperti katak dalam tempurung percaya tinggi hadap hegemoni ilmu sains dan teknologi bagai solusi pragmatis apolitis dari agam masalah di indonesia adalah bentuk dogma atau ideologi sila google scientism sila google arogansi alumni itb eh,2
2783,sadness,"Ada manusia yg berusaha melihat nasib dan masa depannya, mereka mencari orang pinter utk meramal masa depannya, padahal sang peramalpun tidak pernah tahu masa depannya, ibarat orang buta dituntun orang buta demikianlah orang yg mengandalkan nasib dan masa depannya kepada peramal.",41,ada manusia yg usaha lihat nasib dan masa depan mereka cari orang pinter utk ramal masa depan padahal sang amal tidak pernah tahu masa depan ibarat orang buta tuntun orang buta demikian orang yg andal nasib dan masa depan kepada amal,2
2784,sadness,k-netz emang gitu. klo ngebash suka ga pake mikir deh :(,11,k netz emang gitu klo ngebash suka ga pake mikir deh,2
2785,happy,"Sahabat semua, terimakasih atas dukungannya untuk Fariz, putra Winarni. Dalam dua hari sdh terkumpul Rp 90 jt lebih. Fariz sengaja berfoto ganteng sore ini utk menyampaikan terimakasihnya. Ayo terus bersonasi lewat [USERNAME] [URL] [USERNAME] [URL]",35,sahabat semua terimakasih atas dukung untuk fariz putra winarni dalam dua hari sdh kumpul rp 90 jt lebih fariz sengaja foto ganteng sore ini utk sampai terimakasihnya ayo terus bersonasi lewat username url username url,1
2786,fear,Aku beberapa hari yang lalu habis isya ketiduran kan ya. Bangun-bangun kok nggak bisa gerak. Ketindihan kalau kata orang. Serem banget deh.,23,aku beberapa hari yang lalu habis isya tidur kan ya bangun bangun kok nggak bisa gerak tindih kalau kata orang rem banget deh,4
2787,sadness,"[USERNAME] [USERNAME] Berarti Yusufk09 seringnya nonton penyanyi dangdut yg cuma ""jual"" goyangan atau busana seksi dibanding suara bagus",18,username username arti yusufk09 sering nonton nyanyi dangdut yg cuma jual goyang atau busana seksi banding suara bagus,2
2788,anger,[USERNAME] Blm tentu yg bilang gitu kerja nya bener. Mending disebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar. Sukses selalu untuk pakde [USERNAME] dan para pendukungnya,32,username blm tentu yg bilang gitu kerja nya bener mending sebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar sukses selalu untuk pakde username dan para dukung,0
2789,sadness,"Sayang, aku rindu. Rindu akan senyummu, rindu akan mata indahmu, rindu akan semua tentangmu, sayang. Iya sayang, sayangnya kau tak mampu merasakan rindu ini.",24,sayang aku rindu rindu akan senyum rindu akan mata indah rindu akan semua tentang sayang iya sayang sayang kau tak mampu rasa rindu ini,2
2790,sadness,"Tapi agak sedih itu, telinga abis di pukul cenat cenut sampai sekarang dan pusing. Alhamdulillah itu batu ga jadi dilempar, masih pengen sehat sampai besok2 Tuhan",26,tapi agak sedih itu telinga abis di pukul cenat cenut sampai sekarang dan pusing alhamdulillah itu batu ga jadi lempar masih ken sehat sampai besok2 tuhan,2
2791,fear,Jadi gue ga berani masuk dari gerbang rumah plz itu serem bgt diliatin ayam jago nya gede bgt,18,jadi gue ga berani masuk dari gerbang rumah plz itu rem bgt diliatin ayam jago nya gede bgt,4
2792,love,"Kau tak terganti, Kau yang selalu kunanti, Takkan ku lepas lagi. Pegang tanganku Bersama jatuh cinta Kali kedua pada yang sama Sama indahnya.. [URL]",24,kau tak ganti kau yang selalu nanti tak ku lepas lagi pegang tangan sama jatuh cinta kali dua pada yang sama sama indah url,3
2793,happy,"Sehat selalu buat kita semua, maju terus pantang mundur. Bersemangat lah kawan mari berjuang untuk Indonesia yang lebih baik, Indonesia yang sehat, Indonesia Kuat, salam Sehat dari Puskesmas SUM , Halmahera Selatan. [USERNAME] terus maju [USERNAME]",35,sehat selalu buat kita semua maju terus pantang mundur semangat lah kawan mari juang untuk indonesia yang lebih baik indonesia yang sehat indonesia kuat salam sehat dari puskesmas sum halmahera selatan username terus maju username,1
2794,anger,"Pakdheku pulsa telkomselnya tetiba ilang 50K lalu sms dari bpjs, 4444 sama provider buat internet disalahin... Ke grapari kek tanya... Orang tua susah dibilangin",24,pakdheku pulsa telkomselnya tetiba ilang 50k lalu sms dari bpjs 4444 sama provider buat internet disalahin ke grapari kek tanya orang tua susah dibilangin,0
2795,love,"Gw harap lu ga berubah bro, lu tetap seperti yang gw kenal. Bodoamat lu mau malas atau gimana, intinya gw tau siapa lu. Gw belajar banyak sekali sama lu bro, BANYAK SEKALI. Intinya semoga kita menjadi sahabat dunia & akbirat. Nice to see you IT GAGAL [USERNAME]",46,gw harap lu ga ubah bro lu tetap seperti yang gw kenal bodoamat lu mau malas atau gimana inti gw tau siapa lu gw ajar banyak sekali sama lu bro banyak sekali inti moga kita jadi sahabat dunia akbirat nice to see you it gagal username,3
2796,sadness,"Pasti km akan berpikir bagaimana cara menggantiku kelak. Tapi kumohon. Sesuaikan lah gaya hidup dengan kondisi. Aku ikhlas membantu. Ini untuk kelanjutan mu kelak. Disaat aku tak punya apa"" untuk membantu",31,pasti km akan pikir bagaimana cara ganti kelak tapi mohon sesuai lah gaya hidup dengan kondisi aku ikhlas bantu ini untuk lanjut mu kelak saat aku tak punya apa untuk bantu,2
2797,love,"Hatiku selalu untuknya, sahabat saya sendiri, dia orang yang mau maju, smart, gak neko neko, sederhana, mau berteman dan mau belajar sama siapa aja, sayang sama ibunya banget, bertanggung jawab penuh sama amanahnya, gak pernah ngeluh",36,hati selalu untuk sahabat saya sendiri dia orang yang mau maju smart gak neko neko sederhana mau teman dan mau ajar sama siapa aja sayang sama ibu banget tanggung jawab penuh sama amanah gak pernah ngeluh,3
